Timestamp,Temperature (°C),Humidity (%)
2024-08-27 16:32:40,24.60,43.80
2024-08-27 16:32:42,24.60,43.80
2024-08-27 16:32:44,24.60,43.80
2024-08-27 16:32:46,24.60,43.80
2024-08-27 16:32:48,24.60,43.60
2024-08-27 16:32:50,24.60,43.80
2024-08-27 16:32:52,24.60,43.70
2024-08-27 16:32:54,24.60,43.90
2024-08-27 16:32:56,24.60,43.80
2024-08-27 16:32:58,24.60,43.80
2024-08-27 16:33:00,24.60,43.70
2024-08-27 16:33:02,24.60,43.90
2024-08-27 16:33:04,24.60,43.80
2024-08-27 16:33:06,24.60,43.90
2024-08-27 16:33:08,24.60,43.80
2024-08-27 16:33:10,24.60,43.70
2024-08-27 16:33:12,24.60,43.70
2024-08-27 16:33:14,24.60,44.00
2024-08-27 16:33:16,24.60,43.90
2024-08-27 16:33:18,24.60,43.90
2024-08-27 16:33:20,24.60,43.80
2024-08-27 16:33:22,24.60,44.20
2024-08-27 16:33:24,24.60,44.00
2024-08-27 16:33:26,24.60,44.10
2024-08-27 16:33:28,24.60,44.00
2024-08-27 16:33:30,24.60,44.00
2024-08-27 16:33:32,24.60,44.00
2024-08-27 16:33:34,24.60,43.80
2024-08-27 16:33:36,24.60,44.00
2024-08-27 16:33:38,24.60,44.00
2024-08-27 16:33:40,24.60,44.10
2024-08-27 16:33:42,24.60,43.90
2024-08-27 16:33:44,24.60,44.10
2024-08-27 16:33:46,24.60,44.00
2024-08-27 16:33:48,24.60,43.80
2024-08-27 16:33:50,24.60,43.90
2024-08-27 16:33:52,24.60,43.90
2024-08-27 16:33:54,24.60,43.90
2024-08-27 16:33:56,24.60,43.90
2024-08-27 16:33:58,24.60,43.90
2024-08-27 16:34:00,24.70,43.70
2024-08-27 16:34:02,24.70,43.90
2024-08-27 16:34:04,24.60,43.90
2024-08-27 16:34:06,24.60,44.00
2024-08-27 16:34:08,24.60,44.00
2024-08-27 16:34:10,24.60,43.80
2024-08-27 16:34:12,24.60,44.00
2024-08-27 16:34:14,24.60,44.00
2024-08-27 16:34:16,24.60,43.90
2024-08-27 16:34:18,24.60,44.20
2024-08-27 16:34:20,24.60,44.10
2024-08-27 16:34:22,24.60,44.10
2024-08-27 16:34:24,24.60,44.10
2024-08-27 16:34:26,24.70,44.10
2024-08-27 16:34:28,24.70,44.00
2024-08-27 16:34:30,24.70,44.00
2024-08-27 16:34:32,24.70,44.20
2024-08-27 16:34:34,24.70,44.00
2024-08-27 16:34:36,24.70,44.00
2024-08-27 16:34:38,24.70,44.10
2024-08-27 16:34:40,24.80,44.00
2024-08-27 16:35:07,25.50,74.80
2024-08-27 16:35:09,25.80,79.50
2024-08-27 16:35:13,26.20,85.30
2024-08-27 16:35:15,26.30,86.10
2024-08-27 16:35:17,26.40,80.90
2024-08-27 16:35:19,26.50,72.60
2024-08-27 16:35:21,26.60,65.30
2024-08-27 16:35:23,26.60,58.80
2024-08-27 16:35:25,26.70,54.20
2024-08-27 16:35:27,26.70,50.70
2024-08-27 16:35:29,26.80,48.20
2024-08-27 16:35:31,26.80,46.50
2024-08-27 16:35:33,26.80,45.10
2024-08-27 16:35:35,26.80,44.10
2024-08-27 16:35:37,26.80,43.50
2024-08-27 16:35:39,26.80,42.80
2024-08-27 16:35:41,26.80,42.40
2024-08-27 16:35:43,26.80,42.20
2024-08-27 16:35:45,26.80,42.10
2024-08-27 16:35:47,26.70,42.20
2024-08-27 16:35:49,26.70,42.10
2024-08-27 16:35:51,26.70,41.90
2024-08-27 16:35:53,26.60,41.90
2024-08-27 16:35:55,26.70,41.70
2024-08-27 16:35:57,26.60,41.70
2024-08-27 16:35:59,26.60,41.30
2024-08-27 16:36:01,26.60,41.40
2024-08-27 16:36:03,26.60,41.20
2024-08-27 16:36:05,26.50,41.30
2024-08-27 16:36:07,26.60,41.30
2024-08-27 16:36:09,26.50,41.10
2024-08-27 16:36:11,26.50,41.20
2024-08-27 16:36:13,26.40,41.60
2024-08-27 16:36:15,26.40,41.70
2024-08-27 16:36:17,26.40,41.70
2024-08-27 16:36:19,26.40,41.50
2024-08-27 16:36:21,26.40,41.60
2024-08-27 16:36:23,26.30,41.50
2024-08-27 16:36:25,26.30,41.30
2024-08-27 16:36:27,26.30,41.50
2024-08-27 16:36:29,26.20,41.20
2024-08-27 16:36:31,26.20,41.40
2024-08-27 16:36:33,26.20,41.30
2024-08-27 16:36:35,26.20,41.30
2024-08-27 16:36:37,26.10,41.40
2024-08-27 16:36:39,26.10,41.40
2024-08-27 16:36:41,26.10,41.20
2024-08-27 16:36:43,26.00,41.40
2024-08-27 16:36:45,26.00,41.20
2024-08-27 16:36:47,26.00,41.50
2024-08-27 16:36:49,26.00,41.50
2024-08-27 16:36:51,26.00,41.40
2024-08-27 16:36:53,25.90,41.50
2024-08-27 16:36:55,25.90,41.40
2024-08-27 16:36:57,25.90,41.50
2024-08-27 16:36:59,25.90,41.50
2024-08-27 16:37:01,25.80,41.50
2024-08-27 16:37:03,25.80,41.40
2024-08-27 16:37:05,25.80,41.60
2024-08-27 16:37:07,25.80,41.60
2024-08-27 16:37:09,25.80,41.80
2024-08-27 16:37:11,25.80,41.70
2024-08-27 16:37:13,25.70,41.80
2024-08-27 16:37:15,25.70,41.70
2024-08-27 16:37:17,25.70,41.80
2024-08-27 16:37:19,25.70,41.70
2024-08-27 16:37:22,25.70,41.80
2024-08-27 16:37:24,25.70,41.80
2024-08-27 16:37:26,25.60,41.80
2024-08-27 16:37:28,25.60,41.90
2024-08-27 16:37:30,25.60,42.00
2024-08-27 16:37:32,25.60,42.00
2024-08-27 16:37:34,25.60,42.40
2024-08-27 16:37:36,25.60,42.40
2024-08-27 16:37:38,25.60,42.40
2024-08-27 16:37:40,25.50,42.30
2024-08-27 16:37:42,25.50,42.80
2024-08-27 16:37:44,25.50,42.90
2024-08-27 16:37:46,25.50,43.80
2024-08-27 16:37:48,25.50,43.60
2024-08-27 16:37:50,25.50,43.30
2024-08-27 16:37:52,25.50,43.10
2024-08-27 16:37:54,25.50,42.90
2024-08-27 16:37:56,25.50,43.00
2024-08-27 16:37:58,25.40,42.80
2024-08-27 16:38:00,25.40,42.70
2024-08-27 16:38:02,25.40,42.50
2024-08-27 16:38:04,25.40,42.50
2024-08-27 16:38:06,25.40,42.70
2024-08-27 16:38:08,25.40,42.60
2024-08-27 16:38:10,25.40,42.70
2024-08-27 16:38:12,25.40,42.60
2024-08-27 16:38:14,25.40,42.60
2024-08-27 16:38:16,25.40,42.50
2024-08-27 16:38:18,25.40,42.40
2024-08-27 16:38:20,25.40,42.80
2024-08-27 16:38:22,25.40,42.60
2024-08-27 16:38:24,25.40,42.70
2024-08-27 16:38:26,25.40,42.90
2024-08-27 16:38:28,25.30,42.40
2024-08-27 16:38:30,25.30,42.70
2024-08-27 16:38:32,25.30,42.60
2024-08-27 16:38:34,25.40,42.50
2024-08-27 16:38:36,25.30,42.50
2024-08-27 16:38:38,25.30,42.70
2024-08-27 16:38:40,25.30,42.70
2024-08-27 16:38:42,25.30,42.70
2024-08-27 16:38:44,25.30,42.60
2024-08-27 16:38:46,25.30,42.80
2024-08-27 16:38:48,25.30,42.70
2024-08-27 16:38:50,25.30,42.60
2024-08-27 16:38:52,25.30,42.70
2024-08-27 16:38:54,25.30,42.60
2024-08-27 16:38:56,25.20,42.60
2024-08-27 16:38:58,25.20,42.60
2024-08-27 16:39:00,25.20,42.50
2024-08-27 16:39:02,25.20,43.10
2024-08-27 16:39:04,25.20,42.60
2024-08-27 16:39:06,25.20,42.80
2024-08-27 16:39:08,25.20,42.70
2024-08-27 16:39:10,25.20,42.70
2024-08-27 16:39:12,25.20,42.80
2024-08-27 16:39:14,25.20,42.70
2024-08-27 16:39:16,25.20,42.90
2024-08-27 16:39:18,25.20,43.00
2024-08-27 16:39:20,25.10,42.80
2024-08-27 16:39:22,25.10,42.80
2024-08-27 16:39:24,25.10,42.90
2024-08-27 16:39:26,25.10,42.90
2024-08-27 16:39:28,25.10,42.90
2024-08-27 16:39:30,25.10,42.70
2024-08-27 16:39:32,25.10,43.00
2024-08-27 16:39:34,25.10,43.00
2024-08-27 16:39:36,25.10,43.20
2024-08-27 16:39:38,25.10,43.00
2024-08-27 16:39:40,25.00,43.10
2024-08-27 16:39:42,25.00,42.90
2024-08-27 16:39:44,25.00,43.00
2024-08-27 16:39:46,25.00,43.00
2024-08-27 16:39:48,25.00,43.10
2024-08-27 16:39:50,25.00,43.00
2024-08-27 16:39:52,25.00,43.20
2024-08-27 16:39:54,25.00,43.00
2024-08-27 16:39:56,25.00,42.90
2024-08-27 16:39:58,24.90,43.30
2024-08-27 16:40:00,24.90,43.10
2024-08-27 16:40:02,24.90,43.10
2024-08-27 16:40:04,24.90,43.20
2024-08-27 16:40:06,24.90,43.10
2024-08-27 16:40:08,24.90,43.10
2024-08-27 16:40:10,24.90,43.20
2024-08-27 16:40:12,24.90,43.20
2024-08-27 16:40:14,24.90,43.20
2024-08-27 16:40:16,24.90,42.90
2024-08-27 16:40:18,24.90,43.20
2024-08-27 16:40:20,24.90,43.10
2024-08-27 16:40:22,24.90,43.40
